drug_city_2022,Prscrbr_State_Abrvtn,POPESTIMATE2022,total_prescriptions_2022,avg_aqi_2022,all_prescriptions_2022,asthma_fraction_2022,rate_per_1000_2022,total_cost_all_2022,total_cost_asthma_2022,asthma_cost_fraction_2022
Modesto,CA,552410,59273,63.6986301369863,1409170,0.04206234875848904,107.29892652196737,94761997.09,6310383.87,0.06659192570632219
Monroe,LA,222766,28147,38.089136490250695,745172,0.03777248742572185,126.35231588303422,46737532.99,2792688.86,0.059752594570995556
Monroe,MI,155412,11178,38.459016393442624,322405,0.03467067818427134,71.92494788047254,17847753.26,1109613.94,0.0621710712735391
Montgomery,AL,226554,51181,41.602739726027394,1448355,0.03533733097203379,225.91082037836455,114969029.52,5360129.18,0.04662237475934815
Morehead City,NC,69369,9286,36.36768802228412,232966,0.039859893718396676,133.86382966454758,15432393.24,937935.05,0.0607770314956023
Morgantown,WV,141117,28553,37.785714285714285,592458,0.04819413359259222,202.33565055946485,58685636.3,3593228.53,0.06122841561487849
Morristown,TN,122002,32881,41.18852459016394,532118,0.061792685081128625,269.5119752135211,28301568.05,3851378.73,0.13608358106504279
Moses Lake,WA,101308,5854,34.97808219178082,162736,0.03597237243142267,57.78418288782722,5037330.72,339723.95,0.06744126381283141
Mount Vernon,IL,36415,11519,45.797260273972604,199275,0.05780454146280266,316.32568996292736,14726169.24,1363278.81,0.09257525075136241
Mount Vernon,OH,63186,8284,39.906122448979595,192819,0.042962571115917,131.10499161206596,12139969.6,871628.47,0.0717982415705555
Muncie,IN,112183,29300,39.01671309192201,618983,0.04733571035068815,261.1803927511299,38070119.27,4385972.29,0.11520773704158663
Muscatine,IA,42501,4232,41.61917808219178,94944,0.044573643410852716,99.57412766758429,3152817.59,377956.86,0.11987907616310908
Muskegon,MI,175526,22739,41.1275720164609,464362,0.04896826183021005,129.5477593063136,22171829.19,2429368.36,0.1095700467102507
New Braunfels,TX,2660228,17850,59.0027397260274,477416,0.0373887762454547,6.70995117711715,31290359.02,1280430.07,0.04092091334527615
New Castle,IN,48829,9084,36.270270270270274,181536,0.050039661554732946,186.036986217207,8019032.51,659526.69,0.08224516974803983
New London,CT,279398,9775,40.36164383561644,242281,0.040345714273921605,34.98593404390869,17670453.52,1251112,0.07080248385158594
Newport News,VA,184004,32269,42.608219178082194,668640,0.04826064848049773,175.37118758287863,48377246.83,4147767.68,0.08573798535033335
Niles,MI,153064,4039,42.685344827586206,88392,0.045694180468820705,26.387654837192283,4001491.08,232698.32,0.05815290234259375
Nogales,AZ,48801,2611,44.32212885154062,94599,0.027600714595291707,53.503001987664184,5121516.34,123414.53,0.0240972637412302
Ocala,FL,396661,74736,44.256198347107436,1812710,0.04122887830927175,188.41277564469408,119358930.22,9567499.74,0.08015738514382942
Odessa,TX,161480,16730,38.43888888888889,507028,0.032996205337772276,103.60416150606886,33430006.16,1559164.18,0.04663966176188105
Ogden,UT,653107,12209,56.68493150684932,388022,0.03146471076382267,18.693720936998073,23426505.86,1149119.96,0.049052127827653766
Oklahoma City,OK,1462926,139578,56.706849315068496,3340758,0.04178033847408283,95.41015745157308,314831819.62,18704473.58,0.05941100109441345
Olympia,WA,298645,31603,29.899425287356323,622830,0.05074097265706533,105.82129283932429,41933282.91,4475324.19,0.1067248705426961
Ontario,CA,4675657,4697,115.40547945205479,113790,0.041277792424641885,1.0045647060937106,2727717.1,238681.65,0.08750234765914691
Orem,UT,717339,3080,52.25205479452055,123318,0.024976078107007898,4.293646379187525,4032846.87,260175.85,0.06451419019537431
Owensboro,KY,112485,41738,47.38356164383562,815024,0.05121076189167435,371.05391830021784,52359774.08,5644086.29,0.1077943209108667
Oxnard,CA,835032,14638,55.47123287671233,412074,0.03552274591456874,17.529867118864907,43915304.68,1703733.82,0.038795901165087854
Paducah,KY,102507,33064,47.34202898550725,849522,0.038920710705549706,322.55358170661515,57251793.12,4134217.84,0.07221115033610671
Pahrump,NV,54710,9905,31.310055865921786,196023,0.050529784770154525,181.0455127033449,5270419.42,1003617.89,0.19042467212220465
Palatka,FL,74805,7749,17.068111455108358,145077,0.0534130151574681,103.5893322638861,7424469.97,842034.01,0.11341334982866125
Panama City,FL,211158,23997,45.912328767123284,596439,0.04023378752898452,113.6447589009178,38080414,2089408.68,0.054868328899995676
Parkersburg,WV,88459,14045,39.644128113879006,375206,0.03743277026486783,158.7741213443516,26915615.07,1507128.31,0.05599457066392056
Payson,AZ,53927,4415,52.49041095890411,102164,0.04321483105594926,81.86993528288242,3897806.19,439444.05,0.1127413802993627
Pensacola,FL,522590,58639,50.202739726027396,1458079,0.04021661377744279,112.20842342945713,103170882.25,7147616.63,0.06927939816081198
Peoria,IL,178503,52115,48.824451410658305,1127661,0.04621513025634477,291.95587749225507,116920645.39,7900247.89,0.06756931475744055
Pierre,SD,20688,2997,11.143646408839778,89361,0.033538120656662306,144.86658932714616,4227433.8,293588.56,0.069448410995815
Pittsburgh,PA,2434027,214758,60.8,5129659,0.041865940796454504,88.23156029082668,464109010.02,30899761.49,0.06657867186993079
Pittsfield,MA,129551,15575,42.49041095890411,347138,0.04486688291111892,120.22292379063072,26109793.94,2305204.21,0.08828887027210296
Platteville,WI,51337,3226,40.966573816155986,84159,0.03833220451763923,62.839667296491804,2800232.35,185292.89,0.06617054116955688
Pocatello,ID,89871,13244,39.84109589041096,327937,0.04038580581026234,147.3667812753836,13632129.39,1253851.52,0.09197767158223841
Ponca City,OK,43726,6125,43.11080332409972,153714,0.039846728339643755,140.07684215340987,8226982.67,509198.86,0.061893756243928004
Port Angeles,WA,77675,7779,40.45753424657534,151171,0.05145828234251278,100.14805278403604,6713242.93,1143307.03,0.1703062203947385
Portland,ME,563795,20887,39.17403314917127,645532,0.03235625809409913,37.04715366400908,46996794.71,2985367.83,0.06352279657414109
Portsmouth,OH,72312,23499,21.838356164383562,403728,0.05820502912852217,324.9668104878858,26720605.34,2960365.83,0.11078962442398022
Prescott,AZ,246266,28138,40.676712328767124,477289,0.058953799479979634,114.25856594089318,32909345.65,5532528.49,0.1681142052728721
Price,UT,20530,2973,42.30769230769231,87531,0.03396510950406142,144.81246955674624,2538434.12,175985.5,0.06932837004255206
Providence,RI,1680699,43141,46.84931506849315,1129661,0.03818933290606651,25.668486742718358,107463843.93,3656524.8,0.034025628213911585
Pueblo,CO,169485,35302,25.492836676217767,727613,0.04851754985136329,208.2898191580376,55273590.99,4589698.05,0.08303600268761911
Pullman,WA,47653,2044,29.863013698630137,60854,0.03358858908206527,42.8934169936835,3275552.85,205477.74,0.0627307051388287
Quincy,IL,74414,21886,38.51476793248945,539337,0.04057945217924971,294.1113231381192,36411920.53,2691803.72,0.07392644169324183
Racine,WI,196710,17676,44.084158415841586,289593,0.06103738695341393,89.85816684459357,19718978.15,2715266.08,0.1376981129217388
Raleigh,NC,1483195,81909,47.57808219178082,2156179,0.03798803346104382,55.22470073051756,191982082.12,12745324.72,0.06638809507250489
Rapid City,SD,153972,13617,51.56438356164384,433872,0.03138483239296382,88.43815758709376,27518611.2,2117005.82,0.07692996585525362
Reading,PA,432281,22348,46.23013698630137,468840,0.04766658134971419,51.6978539422274,24670604.95,1667619.7,0.06759541176147771
Red Bluff,CA,65269,9063,48.47945205479452,136977,0.06616439256225498,138.85611852487398,6128173.34,1058858,0.1727852561037381
Red Wing,MN,48055,3965,38.22727272727273,95153,0.04166973190545752,82.50962438872125,2963782.04,439241.05,0.14820288539166665
Redding,CA,180972,26930,49.556164383561644,731787,0.03680032577785612,148.807550339279,56055484.83,3907793.52,0.06971295550919242
Reno,NV,562212,55924,56.42465753424658,1253447,0.04461616645937164,99.47137378782381,121402286.38,8731801.14,0.07192451971348121
Richmond,VA,228670,101287,46.94794520547945,2358127,0.042952309184365385,442.93960729435435,193812988.35999998,11916886.93,0.06148652384361802
Riverton,WY,39545,2161,48.487671232876714,33526,0.06445743601980553,54.64660513339234,2129000.86,422586.56,0.19849055392114778
Roanoke,VA,97743,45666,42.74520547945205,1314479,0.03474076040773569,467.2048126208527,84610115.6,3891197.25,0.045989740380404355
Roanoke Rapids,NC,64429,8509,34.06353591160221,221025,0.03849790747652981,132.06785764174518,10748560.68,690321.68,0.06422456927507433
Rochester,MN,228307,38163,40.82172701949861,1109611,0.03439313417044352,167.15650418077414,169123353.34,5929843.05,0.03506223672184905
Rochester,NY,1055881,156294,43.64657534246575,3661446,0.04268641405608604,148.0223623684866,367241442.36,21341542.54,0.05811311055433466
Rock Springs,WY,41322,2831,46.8054794520548,81811,0.034604148586375914,68.51072068147718,2825417.09,322764.66,0.11423611088867591
Rockford,IL,335165,49652,45.06611570247934,1093640,0.04540068029698987,148.14195993018365,77564763.67,7615555.36,0.09818318266784709
Rocky Mount,NC,144403,26364,36.13483146067416,479582,0.05497287220954915,182.57238423024452,32933586.919999998,3994363.26,0.12128539990808872
Rome,GA,99586,35411,36.05898876404494,846796,0.04181762785842163,355.5821099351314,62894772.24,6134838.96,0.09754131768837772
Rome,NY,288078,6886,28.129518072289155,106350,0.06474847202632816,23.903248425773576,4687225.72,846880.04,0.18067831390889366
Roseburg,OR,112226,20797,45.82608695652174,398658,0.05216752203643223,185.31356370181598,22156330.97,2494747.86,0.11259751731358074
Roseville,CA,2423591,43565,70.96986301369863,896182,0.04861177751840586,17.975392712714314,78964182.3,5104369.42,0.06464157889468831
Roswell,NM,63907,12466,28.446280991735538,266084,0.04684986695930608,195.06470339712396,13142553.77,1193195.77,0.09078873032451744
Ruidoso,NM,20339,3174,19.44954128440367,55708,0.056975658792274,156.05486995427503,1729306.8699999999,188873.25,0.10921904797614088
Rutland,VT,60381,14117,40.72054794520548,235190,0.06002381053616225,233.79871151521172,19772802.02,2501360.62,0.12650511634465858
Salem,OH,100537,5459,13.901639344262295,98211,0.05558440500554928,54.298417498035555,8146380.02,894261.4,0.10977408343393243
Salem,OR,439374,39434,41.83835616438356,1016181,0.03880607883831719,89.75041763964185,73797819.6,5251949.59,0.07116673119160827
Salinas,CA,436427,16739,40.4027397260274,472087,0.035457447462014416,38.35463892014014,36711008.71,1603492.7,0.04367879707874145
Salisbury,MD,129681,28429,43.983561643835614,653357,0.04351219930298443,219.22255380510637,52013766.06,3221272.23,0.06193114773277772
Salt Lake City,UT,1272236,47449,65.23013698630137,1532788,0.030956009572099992,37.295753303632345,154041226.98,4968834.14,0.03225652143529816
San Jose,CA,1951368,105663,53.12328767123287,2139176,0.04939425274030748,54.148166824504656,185802188.03,11489013.85,0.061834653142755026
Sandpoint,ID,51521,3253,38.84615384615385,91556,0.03553016732928481,63.139302420372275,3617935.2600000002,253292.86,0.07001033512136422
Santa Barbara,CA,445286,24576,48.583561643835615,671350,0.03660683697028376,55.191494904398525,77519822.08,3713801.86,0.04790777068821673
Santa Cruz,CA,265851,19028,37.673972602739724,412958,0.04607732505484819,71.57392674844179,52677922.48,3539617.77,0.06719357186768084
Santa Fe,NM,155768,17253,46.32876712328767,431949,0.03994221540042922,110.7608751476555,37753509.37,2087391.17,0.05528999038321719
Santa Rosa,CA,483398,40101,37.4986301369863,848643,0.047253085219579966,82.95648720102277,83596029.6,5064753.15,0.06058604905321964
Savannah,GA,418858,60595,46.33731343283582,1410810,0.04295050361140054,144.66716643826786,130626866.1,10038088.71,0.07684551432410121
Sayre,PA,59800,10893,40.29042904290429,290280,0.03752583712277801,182.15719063545149,24649875.55,1316864.55,0.053422766671939646
Scottsbluff,NE,36454,6124,18.05604719764012,186751,0.032792327751926365,167.99253854172383,8471113.73,404150.48,0.04770924967855436
Sebastian,FL,167698,11225,33.582633053221286,269949,0.04158192843833465,66.93580126179204,14910906.65,958998.98,0.06431526952118635
Sebring,FL,105954,20746,33.710601719197705,514059,0.04035723525898778,195.8019517903996,40526937.41,2137940.18,0.05275355890752467
Sevierville,TN,99318,16885,44.938709677419354,244000,0.06920081967213115,170.00946454821886,11298818.89,2793925.78,0.24727591504920562
Sheboygan,WI,117860,14149,44.8423645320197,325232,0.04350432921729719,120.04921092821992,21074476.39,1887547.61,0.08956557567881762
Sheridan,WY,32049,5974,45.87671232876713,130551,0.045759894600577555,186.4020718275141,6760141.22,599413.29,0.08866875269212203
Show Low,AZ,108771,7844,44.69505494505494,122527,0.0640185428517796,72.1148100136985,6239736.76,1777810.03,0.28491747302493575
Sioux City,IA,144010,21222,36.64601769911504,571190,0.037154011799926466,147.36476633567113,29019718.59,3370950.57,0.11616069120537946
Sioux Falls,SD,299092,41943,41.45205479452055,1326707,0.03161436549290838,140.23444291388603,106765959.56,6634119.5200000005,0.06213702894949189
Somerset,KY,65776,26417,42.87743732590529,481343,0.05488186179086431,401.6206519095111,28082467.37,3728441.25,0.13276758060023697
Somerset,PA,72613,8363,35.02777777777778,153574,0.05445583236745803,115.17221434178452,7847007.03,1223397.1400000001,0.15590621179805417
Sonora,CA,53951,10223,39.276,194555,0.052545552671481074,189.48675650126967,13678552.21,1683414.07,0.12306960884130003
Spartanburg,SC,346455,68104,47.14876033057851,1312726,0.05187982869235469,196.57386962231746,96787308.79,9991271.98,0.10322915374863993
Spokane,WA,598108,63939,51.772602739726025,1628510,0.03926227041897194,106.90209794886542,117099247.55,7547686.5,0.06445546541003372
Springfield,IL,206559,67722,46.48066298342541,1365478,0.0495958191929859,327.8579001641178,132849869.56,12566502.27,0.09459175467480978
Springfield,MA,461440,81476,46.605479452054794,1359957,0.05991071776534111,176.56900138696255,143729515.3,12515192.73,0.08707461862567069
Springfield,MO,487114,104343,48.224657534246575,2162823,0.04824389235734963,214.2065307094438,153042773.06,14044739.73,0.09177002905255643
Springfield,OH,134686,31576,47.5887573964497,615131,0.05133215526448838,234.4415900687525,37068958.3,3354280.83,0.09048759349679379
State College,PA,157992,20155,45.00547945205479,450120,0.044776948369323735,127.56975036710719,37907746.28,3017113.18,0.07959094053533378
Steubenville,OH,114290,5599,52.09041095890411,281817,0.01986750267017249,48.98941289701636,19612762.21,546001.12,0.027839073056298475
Syracuse,NY,655604,59911,38.83835616438356,1176042,0.05094290850156712,91.38290797493609,113805852.66,10389950.73,0.09129539902521917
Tallahassee,FL,391819,47979,47.31780821917808,1316198,0.03645272215882413,122.45194847620968,105067221.44,5967660.04,0.05679849488936861
Taos,NM,34594,2936,23.977715877437326,83003,0.03537221546209173,84.87020870671215,2967987.43,149787.75,0.050467784494626376
Terre Haute,IN,168543,37864,48.46849315068493,831915,0.045514265279505715,224.65483585791162,63280139.57,6145818.71,0.09712081470998564
Texarkana,AR,145984,4389,48.69627507163324,119567,0.03670745272525028,30.064938623410786,2744075.03,195228.82,0.07114558379987154
The Dalles,OR,26535,2657,17.732919254658384,72825,0.03648472365259183,100.13190126248351,2135260.87,262195.25,0.12279307586430879
Toledo,OH,601058,78572,45.81491712707182,1918480,0.040955339643884744,130.72282541784654,147377697.97,11541252.08,0.07831070941513363
Topeka,KS,231775,36177,45.56285714285714,946976,0.0382026577231102,156.08672203645776,54242088.89,3362353.94,0.061987913976149965
Torrington,CT,113289,12281,42.09315068493151,209876,0.05851550439307019,108.40416986644776,23189363.73,2568963.55,0.11078197659543977
Traverse City,MI,155794,27075,39.098765432098766,751918,0.03600791575677135,173.78718050759338,68012388.26,4775596.9,0.07021657410034905
Trenton,NJ,382165,20934,47.13972602739726,278497,0.07516777559542832,54.777386730862325,21161803.21,4476190.07,0.21152214797483698
Tucson,AZ,1059412,166284,57.36164383561644,3643089,0.04564368314910781,156.95876580593762,302253058.28,21623990,0.0715426673366132
Tulsa,OK,679212,121230,56.37534246575343,2875681,0.042156970818390496,178.48624582604546,229718165.05,16767307.8,0.07299077892403703
Tupelo,MS,132074,35149,40.192622950819676,778454,0.04515231471609112,266.13110831806415,66816782.79,4399644.75,0.06584640215060555
Tuscaloosa,AL,237995,41042,37.767857142857146,791072,0.05188149751223656,172.4490010294334,63612867.7,5318464.39,0.08360673842094371
Twin Falls,ID,93973,17186,34.271954674220964,408902,0.04202963057162841,182.88231726134103,21034785.07,1716392.9,0.08159783398252711
Tyler,TX,242249,64005,41.65289256198347,1612466,0.039693860211626165,264.2116169726191,141715436.35,8465617.2,0.05973673311841727
Ukiah,CA,90027,9408,53.54794520547945,123169,0.0763828560757983,104.50198273851178,10136722.9,1855390.28,0.18303649989287957
Valdosta,GA,149748,24220,47.398305084745765,706343,0.034289290047469854,161.73838715709059,38850710.97,2089650.91,0.053786683893985894
Vernal,UT,37162,2358,50.054794520547944,71078,0.03317482202650609,63.451913244712344,2410966.34,168025.05,0.06969199329427386
Victoria,TX,91128,20510,31.336158192090394,508614,0.04032527614261503,225.06803616890528,38838934.01,2401389.76,0.0618294456635114
Vincennes,IN,35895,12775,36.77325581395349,291348,0.04384790697035847,355.8991502994846,21799142.95,1475425.84,0.067682745298021
Wabash,IN,30869,2908,37.55524861878453,59930,0.048523277156682795,94.20454177330008,1827080.74,226911.36,0.1241933949782646
Waco,TX,301913,44654,47.760989010989015,1030216,0.043344308378048875,147.90353512435703,65247229.95,4122439.1,0.06318182554507051
Wailuku,HI,164560,9541,22.36842105263158,230987,0.04130535484680956,57.978852698104035,22111868.07,1091277.68,0.04935257738266706
Walla Walla,WA,62085,11070,42.49315068493151,244487,0.04527848106443287,178.30393814931142,14266471.959999999,1184765.51,0.08304544482488858
Warner Robins,GA,198275,16824,45.49171270718232,408916,0.04114292421915503,84.85184718194428,24776606.22,2219588.03,0.08958402172967174
Washington Court House,OH,28856,6032,35.7578125,143194,0.0421246700280738,209.03798170224565,5266995.49,416230.39999999997,0.0790261546246359
Watertown,NY,115487,19314,33.169444444444444,321987,0.059983788165360714,167.23960272584793,20985867.26,3259492.39,0.15531845072768272
Watertown,SD,28756,6308,43.00821917808219,174136,0.036224560113933935,219.3629155654472,9777363.71,1065428.16,0.10896885823223608
Wausau,WI,138175,15889,35.13170731707317,425603,0.03733291353679368,114.99185815089561,34859579.14,1962988.3,0.05631130232859145
Wenatchee,WA,124179,15818,44.69315068493151,441911,0.03579453781417525,127.38063601736202,32432909.5,1615169.74,0.04980033444116384
Wheeling,WV,136690,17894,50.797260273972604,402285,0.044480902842512146,130.9093569390592,28352522.99,2168942.83,0.07649911194023161
Wichita,KS,649846,74971,52.76712328767123,2398371,0.031259133803735954,115.36733318355425,163596570.84,9814964.35,0.0599949271528386
Williamsport,PA,113223,20423,41.7171052631579,444589,0.045936809052855555,180.3785449952748,36177243.98,2647593.82,0.07318395567842811
Wilmington,NC,454680,60771,42.066481994459835,1506882,0.04032897068250865,133.65663763525995,152264711.42,10332870.32,0.06786122814430906
Wilmington,OH,41902,6523,41.84897959183674,155840,0.04185703285420945,155.6727602501074,8215113.24,468797.61,0.057065264507540736
Winona,MN,49585,5149,25.446280991735538,134184,0.03837268228700888,103.84188766764142,5863304.66,514639.96,0.08777302047954642
Winston-Salem,NC,688725,12170,49.14794520547945,296545,0.04103930263535045,17.670332861446877,22119059.18,1554633.73,0.07028480358720213
Worcester,MA,865735,83086,45.75342465753425,1754743,0.04734938392687704,95.97163104183151,164121912.95,11701881.28,0.0712999322860988
Yakima,WA,256566,24062,50.64383561643836,586072,0.0410563889760985,93.78483509116563,35361565.339999996,2197053.32,0.06213111039840637
Yuba City,CA,183017,18504,56.30494505494506,414161,0.04467827728830093,101.10536179699153,24469089.51,1812581.88,0.0740763925547469
Yuma,AZ,209538,15217,50.679452054794524,538238,0.028271879726069135,72.62167244127556,35736196.86,1362023.56,0.03811327672432125
